row_id,mRID,length,Locat.mrid,PositionPoints
4554,a31c3dab-ccfc-42f2-8356-3feba12aa6fa,20.48215524,e634a236-815a-4fa0-923b-a710786b0169,"MULTILINESTRING ((143.582937489663 -38.35827707035,143.582704522899 -38.358297020105))"
4555,63eeb6ce-d07c-4989-a816-998489a75148,11.58664293,a2fc3113-4b26-4144-99b3-aa20266b68b9,"MULTILINESTRING ((143.582918674585 -38.3573239845332,143.583049344575 -38.35734156326))"
4556,12a142a8-4b37-4129-8662-7da5641910c4,15.55274034,4e6ba88b-895c-4616-84f9-1dd1533479a2,"MULTILINESTRING ((143.582913341797 -38.3579950794091,143.582736443539 -38.3580102278227))"
4557,d917ae33-562b-4abe-a21b-cab124d2bdfb,11.90816772,fc439c4e-82af-428f-92d4-1d1549730e02,"MULTILINESTRING ((143.582946683258 -38.3571498428015,143.583078974677 -38.3571754881405))"
4558,8451867e-3674-4d3b-92eb-9a6b1fce325f,28.01668042,e74f5433-01d2-46e3-83fa-4425330f11d0,"MULTILINESTRING ((143.582935326235 -38.3582518065364,143.58261666087 -38.3582790949609))"
4559,f721c6a6-f485-429c-87dc-34e3583ee9b5,49.79773499,5f74642e-de27-4a1f-8950-23350e92bb51,"MULTILINESTRING ((143.582978054905 -38.3587507780773,143.582411645071 -38.3587992817232))"
4560,4fff07d0-507b-4d39-b9b6-416ccee8a386,11.83538712,068e9f23-0430-4426-9b38-ff7b3fa8441d,"MULTILINESTRING ((143.582978164713 -38.3569874457921,143.583109647314 -38.3570129343376))"
4561,29a6112f-0e9e-45d9-a3fd-19c9461f855b,14.96391469,fdd7d2fe-0e11-40f1-ace7-787ecda2d0c1,"MULTILINESTRING ((143.582667004261 -38.3576460415719,143.582651496278 -38.3577802934716))"
4562,602ddca5-25f3-40bd-8fcc-33e66364c786,35.25901234,c52e6c6a-f097-4b8d-9207-e26ba66716b0,"MULTILINESTRING ((143.582933284969 -38.3582279692967,143.582532244491 -38.358262311789))"
4563,46b9b126-cbfd-4b77-ae5c-1fc3b6e9dbbb,11.74560985,50bb0ce9-7be8-4958-89cd-332de4a0a9de,"MULTILINESTRING ((143.583017043998 -38.3567868870907,143.5831475289 -38.3568121822272))"
4564,417f6c45-6a24-46c8-b3c0-3f4c4dfb7c30,60.74367223,588a1c44-dbd9-47ce-ab11-59d30cf141de,"MULTILINESTRING ((143.582974958599 -38.3587146204182,143.58228404768 -38.3587737855255))"
4565,d6ea564e-11f8-44ae-bfeb-04f830807691,11.65016437,78903791-bf9e-4265-956a-9dbcc27450f3,"MULTILINESTRING ((143.583058495265 -38.3565730608325,143.583187919479 -38.3565981503497))"
4566,d0f7a123-3934-4ce1-b4e9-076511e016e0,51.02788655,84f77a38-d7ac-4334-8c76-41911cc2ec3c,"MULTILINESTRING ((143.582320967417 -38.3576060694496,143.582268084225 -38.3580638768349))"
4567,5ce1565f-6d24-4e8b-88a0-d4fb58e3e95c,11.56751762,75fabaca-1a61-40ef-a255-9613f985c2b0,"MULTILINESTRING ((143.583094491336 -38.356387375184,143.583222997101 -38.3564122866552))"
4568,e9cc9ccd-c4ac-404f-bb67-6745492ea833,13.81698559,c6472db2-bfc9-41c8-aab4-ec51387c983f,"MULTILINESTRING ((143.582912744349 -38.35736806644,143.582756921305 -38.357347103932))"
4569,da3a9020-661f-4446-9ecd-ae378ad2e99d,11.48635463,62f36c4c-4372-4b52-a225-3ecb81619ff2,"MULTILINESTRING ((143.583129858846 -38.356204931968,143.583257462654 -38.3562296685904))"
4570,fbb734c9-02da-4a59-8dbb-41336e4778cc,70.63465299,15bcc487-82f8-429c-817c-96f28f3dad48,"MULTILINESTRING ((143.582967186448 -38.3586238597606,143.582163774434 -38.3586926587282))"
4571,5a52881a-c745-45b6-83c1-3517a68b16aa,70.63463267,55b1fab5-70c7-4a83-9bfe-3e4bcf7617f1,"MULTILINESTRING ((143.582967177116 -38.358623750789,143.582163765335 -38.3586925497367))"
4572,00f5608e-5ae2-4ad8-9be2-d24d33d8aab3,13.45458781,bc0e570f-73bf-40d1-8bfa-77bf3827d3ab,"MULTILINESTRING ((143.582952459936 -38.3571200438228,143.582802988981 -38.3570910681468))"
4573,a66f8be9-b969-460f-b5b9-941e13d5b526,13.45428043,4e10d500-5eeb-4f8a-b039-c9cfd20022bd,"MULTILINESTRING ((143.582984054606 -38.3569570627897,143.582834587382 -38.3569280878369))"
4574,c748aa93-a9b1-434c-b905-5c0eb2bd54d7,13.54767192,d9a5a863-a32c-4ffb-9953-dd6efd22a012,"MULTILINESTRING ((143.583016006306 -38.3567922400244,143.582865501892 -38.3567630640073))"
4575,9df63407-9235-48af-96de-129c69fa4b1a,12.05929017,3cbf25f9-2bcc-456e-8f5b-cae3ac27afc6,"MULTILINESTRING ((143.582231193929 -38.3575956993491,143.582218696179 -38.3577038918047))"
4576,bba9ac18-94e6-4eed-93f2-9feedbdc59c4,13.68687511,4098c2d3-0ed3-4ece-97ba-2dbce35d5742,"MULTILINESTRING ((143.58306622478 -38.3565331881478,143.582914174434 -38.3565037124444))"
4577,12feee18-fbee-4b39-a88d-fe0226d1f5b5,13.79943708,5c7d12f6-9525-4abc-bb6e-d85ca92669ce,"MULTILINESTRING ((143.583105750593 -38.3563292943364,143.582952450178 -38.3562995763009))"
4578,3a23bf8b-afea-48ac-895d-6b6ed2b4501c,12.43903205,4e9f3b41-7f34-44d7-aabe-3de502d5869e,"MULTILINESTRING ((143.581990556142 -38.3575679023002,143.581977664842 -38.35767950169))"
4579,131dcefe-1677-4ed4-aa8f-67ecae6bc8d5,13.18964581,dcbd4255-e36d-4c86-a679-6be9664fba61,"MULTILINESTRING ((143.581997012566 -38.357568648108,143.58201068177 -38.3574503144324))"
4580,dc710703-8098-450a-b704-28db87a1197a,12.42497296,09bd0ec1-c09e-4153-9175-4dd9ef169303,"MULTILINESTRING ((143.581775865327 -38.3575431024915,143.581762988598 -38.3576545757475))"
4581,4f07d297-5c08-449f-afbc-695dc1c34f3b,12.06648623,4cea7dd9-6f41-4c9f-b293-5585761e8992,"MULTILINESTRING ((143.581589434583 -38.3575215671185,143.581576929375 -38.3576298241355))"
4582,d9210a89-a7a4-4623-80c6-fda42a98968b,13.19362972,bfc91496-271c-47ef-902b-6ca91f9dc7c1,"MULTILINESTRING ((143.581600446668 -38.3575228391692,143.58161412 -38.3574044697508))"
4583,8b23f74e-6e53-4aed-a102-ebcfc4ff928d,12.3973029,b95f0743-74c9-4b98-9fc2-1d732b3fae8a,"MULTILINESTRING ((143.581355004361 -38.3574944871307,143.581342156308 -38.3576057121392))"
4584,df569bad-66ed-47da-abda-248c24c64396,12.38354574,558f0811-0568-4677-9ea7-f36849dad53d,"MULTILINESTRING ((143.581142703994 -38.3574699634523,143.581129870198 -38.3575810650357))"
4585,a6eaa509-170e-40b3-a65c-6b936a6abd40,12.36887384,f4a672ff-cac8-406d-95e0-b3ad0a84ef73,"MULTILINESTRING ((143.580930072272 -38.3574454014979,143.580917253682 -38.3575563714493))"
4586,4ac8f5ba-0974-4670-8988-151f4d4ecf8d,13.20052263,8875d3ee-a9b7-4344-8d8d-71a7e2432092,"MULTILINESTRING ((143.580925276463 -38.3574448475144,143.580938956939 -38.3573264162544))"
4587,475644dd-c9aa-4e04-a272-7503d7c914cb,12.07518348,1a2c53ca-0a7d-41fa-b427-e1d3c57b8100,"MULTILINESTRING ((143.580740607459 -38.3574235156473,143.580728093238 -38.3575318506942))"
4588,fa23b752-7c1b-425d-9cd1-0569e684c97a,12.34116491,a8ab3a65-8ef8-40d4-9c3a-8c8f7b16b49f,"MULTILINESTRING ((143.580513111248 -38.3573972366352,143.580500321375 -38.3575079579906))"
4589,eec3b7bd-1133-4146-9141-a168938992d0,12.07920282,9e46271d-3fa8-4755-9682-af0a5c681087,"MULTILINESTRING ((143.58030941741 -38.3573737071321,143.580296899023 -38.3574820782396))"
4590,02be468d-ced6-4c7d-83e3-4de3520729f1,12.08169398,fbe021b0-8c01-48c1-834d-8bf7dc78a1cb,"MULTILINESTRING ((143.580057994098 -38.3573446642034,143.580045473129 -38.357453057661))"
4591,d01568cc-1e54-423b-8734-791590cac627,13.24475762,3f48f66d-faf1-46de-9793-f8ce14ae2c19,"MULTILINESTRING ((143.580068730972 -38.3573459044633,143.580082457292 -38.357227076339))"
4592,c5f46680-9c5b-4119-a6f5-a0783d59abb6,12.08499656,fb9daae9-5056-4f0b-a119-17a6c31abe5c,"MULTILINESTRING ((143.579715651988 -38.3573051188747,143.579703127596 -38.3574135419624))"
4593,1fd4e67f-e989-40c6-aa79-ac926faf7f5c,13.21510202,ddf8c805-c71e-4dfb-a05c-dfbbe3b30bdb,"MULTILINESTRING ((143.579500054877 -38.3572802143761,143.579513750463 -38.3571616523128))"
4594,4059ea8c-4264-4b41-a2d0-22cf3e991ff8,12.08952964,7b764bb8-66ac-4cb0-8530-4e18910fdace,"MULTILINESTRING ((143.579254607699 -38.3572518617749,143.57924207861 -38.3573603255325))"
4595,7ca99876-753e-4ea6-900c-09810b16f490,13.33564678,b9c48851-f27b-4c88-bf5c-34d4562f4cda,"MULTILINESTRING ((143.579130186409 -38.357237489366,143.579144006923 -38.3571178458098))"
4596,55902fb1-04f1-499f-92d7-3ce7f3b90133,12.09316436,d50c46cd-ed64-47fd-9add-9393ccf1439f,"MULTILINESTRING ((143.578862304081 -38.3572065451893,143.578849771224 -38.3573150415568))"
4597,9d75e00a-a48f-4efe-9f74-d4c78034a6e5,12.88420265,13be0a0d-5981-464c-bb2d-e2a24cefbf69,"MULTILINESTRING ((143.577879319549 -38.3579854196025,143.578022698765 -38.3580123775807))"
4598,51523fad-9bec-473b-a20b-d7be87b3b782,12.85749659,dd4e37a6-ffea-4cbb-84d8-52b12cb414ba,"MULTILINESTRING ((143.577923284732 -38.3577515855449,143.57806636632 -38.3577784875635))"
4599,4854dfd2-6dda-48b6-953d-a07cb233f95a,12.84630378,0c03162d-f657-48b4-935b-2062fea7fec0,"MULTILINESTRING ((143.578115393778 -38.3567307088572,143.578258331133 -38.3567576456572))"
4600,d63aeb3a-ca24-4bff-97bf-8e0cc359d4f5,12.80881532,37146dc6-160c-4d3d-b19e-da522cdf82cd,"MULTILINESTRING ((143.578172000465 -38.3564303313038,143.578314520139 -38.3564571893912))"
4601,383c2db9-f5cf-486f-87b7-511bb9a762d3,13.26924023,0b13e559-5468-4a69-a50d-0b818911f639,"MULTILINESTRING ((143.578218112558 -38.3561856422312,143.578365754767 -38.3562134656694))"
4602,dd30945b-5a30-4257-936d-d94e761f0358,12.3329166,0f91ad0f-30d0-4bfe-86ca-7dcf005b2840,"MULTILINESTRING ((143.578126055552 -38.3566741332501,143.577988830666 -38.356648272975))"
4603,ec74ef8a-6c6a-4118-9e8f-a468338f5969,10.30899525,c73526a4-200c-4154-a92e-7473c2544418,"MULTILINESTRING ((143.589832581577 -38.3467687936872,143.589821982473 -38.3468612891062))"
4604,4924b6a1-4827-4aa2-b29e-d08369ff4790,12.8974628,30dcb10c-efda-4c45-ad2f-bdc0044d61bd,"MULTILINESTRING ((143.589607868635 -38.3466473231089,143.58946436259 -38.3466203429327))"
4605,f9e5d69a-cf6c-4336-be69-f700d516d8b5,12.85979469,288c9987-4652-4b47-a582-a5aea72b9c09,"MULTILINESTRING ((143.587418241327 -38.344966068874,143.587431339498 -38.3448506781622))"
4606,741e326f-11a2-429d-9bf3-53871cd534fd,12.86077824,6b24ac4e-fa30-4c16-b630-25785d27b1d7,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4607,393eccc7-f11e-42e4-a1e1-7acb5d01c64c,12.86077824,d12e52b2-51c5-4620-bd06-ef6db9cc3088,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4608,80f8eb37-b58c-43ec-9256-aa0790473e50,12.86077824,e40a1ee8-2504-40b2-adf9-29482a9152dc,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4609,2f9e3b3b-3765-457b-84b2-a7c573b0d727,12.86077824,b86c57ef-0c46-44b6-a038-f0a56b0d204d,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4610,633d1128-895a-4c5f-875b-e788146714e7,12.86077824,40ed6a55-25b7-413d-95eb-7dac40537f68,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4611,a723c425-ba85-486b-992f-7793333570a9,12.86077824,6128cc9d-fa65-4d58-a3ed-c7a59a691f0a,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4612,29568807-e010-4655-b5f4-86a66bd36904,12.86077824,1e2ce75b-e835-4f26-b77f-c511f16f86bc,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4613,ea60306f-aa45-4872-98ea-bbe81118454f,12.86077824,0c495f37-fc20-4e60-88ad-768b6d93a129,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4614,d81a80ef-d4ff-4d5c-93d6-c2e875c1bb76,12.86077824,71290c3f-6c9c-4006-ba69-489f023790de,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4615,ee5c10ec-4d99-48eb-8757-c56d8235298a,12.86077824,58c7a0dc-a6a1-41a4-a40b-fd389f39b529,"MULTILINESTRING ((143.587416986896 -38.3449659264817,143.587430086069 -38.3448505269445))"
4616,4429bd8e-3b5e-4321-a9c7-1689ea03d383,12.9435362,87e2cfe1-42aa-4b60-a4d0-68b1a9f46fdf,"MULTILINESTRING ((143.58957576781 -38.3468181098642,143.589431744343 -38.3467910479592))"
4617,2e46c14c-d227-43af-8a1b-1876a8b30d10,12.53849646,b6bee4db-b906-4de7-a96e-879ae466e733,"MULTILINESTRING ((143.587631775063 -38.3449905510828,143.587618744519 -38.3451030403248))"
4618,6ad92031-eb59-4401-a62a-c329730ddfce,12.91876671,c940701c-0fe2-4316-ac0b-4c102edb2a7a,"MULTILINESTRING ((143.587780285319 -38.3454771415437,143.587924432596 -38.3455027884631))"
4619,f8348da7-961b-4323-947e-c49cd3728a14,12.53596244,2e949232-5b33-42df-9b8c-b099c11e26a7,"MULTILINESTRING ((143.58740369048 -38.3449644171858,143.587390922144 -38.3450769021558))"
4620,9090c0d0-4df3-46bb-8fca-b202346b2421,12.98991867,0a0108ce-1a71-4e07-9bf5-334838a2b6c6,"MULTILINESTRING ((143.589544285546 -38.3469856584842,143.589399745664 -38.3469584995453))"
4621,e34985bb-dc9b-41c5-b6d6-0ed72d343a70,12.79174352,62022068-6997-4ecb-ab25-74a58ac08c5c,"MULTILINESTRING ((143.587737009416 -38.3457203716744,143.587879739825 -38.3457457665023))"
4622,c4b4f554-dad6-4409-8a02-7b1c6fe59ab8,12.20509033,d081f0ac-c96d-41df-8a90-37171d83c59c,"MULTILINESTRING ((143.58951593043 -38.347136564419,143.589380123129 -38.3471110463257))"
4623,28f17e8d-c044-413c-8fc2-f4daf7310840,12.93594611,ca56584c-c201-4890-81f8-6276f42fca91,"MULTILINESTRING ((143.588532485047 -38.3465618842371,143.588545914514 -38.3464458282711))"
4624,ec871118-0777-4e1d-a6da-85fe4b92434d,12.66338612,b1d6637c-c15f-4644-ac93-bcc16b4093ef,"MULTILINESTRING ((143.588478099273 -38.3465555909632,143.588491245782 -38.346441980289))"
4625,b2df778a-dde6-40bf-8fff-b417ec0fc39e,13.12909247,d1bd032e-6035-4f1b-9bdd-6fcf2b1cedf0,"MULTILINESTRING ((143.587762807464 -38.3455753749889,143.587616313239 -38.3455493104966))"
4626,7e3a852f-e237-479c-b305-017a6c480fd5,12.92280152,4cb811cf-c6d9-48a2-8165-02dba305137c,"MULTILINESTRING ((143.588355944541 -38.3465414557747,143.588369360362 -38.3464255177324))"
4627,b4a7fecd-031d-457c-ba91-947340a7bef5,12.80750086,b564f4f8-be3b-437c-97f7-1380a50267d8,"MULTILINESTRING ((143.58770337774 -38.3459093968957,143.587846284322 -38.3459348230687))"
4628,020f1644-a232-4bf1-8934-a2a0409311b9,12.1762434,fa8e9457-c576-4a4b-8e5d-ce5838a93842,"MULTILINESTRING ((143.5894848023 -38.3473022283368,143.58934931569 -38.347276770501))"
4629,9ac1a1d4-863c-440d-a845-498cbea2a7f4,12.90822717,b3b5fd50-1944-4744-906f-9578a1a31f61,"MULTILINESTRING ((143.588212776155 -38.3465248889819,143.588226176847 -38.3464090816946))"
4630,01b88240-3222-4baa-9aa6-8bb640c6e5c8,13.17364047,7c70e76e-c356-4ae2-a6f6-143ab49b3527,"MULTILINESTRING ((143.587730058063 -38.3457594414199,143.587583066419 -38.3457332884259))"
4631,44b91314-07e0-438a-9ac6-3c91e1754562,12.65152044,48489923-4507-4916-a391-c5b7a111ad7d,"MULTILINESTRING ((143.58854464313 -38.346563291115,143.588531508939 -38.3466767953345))"
4632,a08fd0ba-ba8d-4b3f-85dd-fd434e94e24d,13.12575837,0d834d41-08c8-4a13-9f30-0a23aba55db2,"MULTILINESTRING ((143.589451866164 -38.3474775144629,143.589305813849 -38.3474500713388))"
4633,7cb822fa-6c4c-44e1-b270-cdba0f1a6da8,12.89169255,2c6d5219-1aa1-4775-974b-f9569541774e,"MULTILINESTRING ((143.587992650677 -38.3464994170653,143.588006034203 -38.3463837581196))"
4634,d7dc1963-3bc2-4bbd-9120-179957ae3ffd,13.21491447,ff48556b-25dc-457f-a314-b0fb28dbf2ee,"MULTILINESTRING ((143.587698856454 -38.3459348085619,143.587551403936 -38.3459085735686))"
4635,fc9a19ec-3975-498d-b5b7-28ad32f31ba2,12.6580813,4439dd31-1449-491b-8f91-71225b99207b,"MULTILINESTRING ((143.58837194286 -38.3465433070272,143.588358801858 -38.3466568701082))"
4636,da38624d-0640-4c71-a280-8265e65b8151,13.1694596,693f25c3-60a0-45d6-bd16-b563d99190a0,"MULTILINESTRING ((143.589422428782 -38.3476342572019,143.589275877635 -38.3476067631606))"
4637,64b86e90-f9e2-4895-949f-49c20f4ced72,12.87555762,f1c36c9c-7c2f-459b-9c09-72c41039ca5f,"MULTILINESTRING ((143.587764964607 -38.3464730702714,143.587778331382 -38.3463575560814))"
4638,63c55508-c4e0-4a1b-ac39-a9ee27f48444,13.19461259,5b394a27-934c-4285-ad49-256b6032b092,"MULTILINESTRING ((143.588191098574 -38.3465223805511,143.588177400572 -38.3466407571653))"
4639,2c28b105-1689-4799-a7aa-c4b29e58095c,12.8597165,e9e54a03-6d82-412d-8638-cc8d19d09323,"MULTILINESTRING ((143.5875511381 -38.3464483272431,143.58756448843 -38.3463329551729))"
4640,fc1aac8d-294f-473b-a953-6bb362c9bfc6,13.19497981,7472db37-f957-495f-886a-1bb7dfa33773,"MULTILINESTRING ((143.587969739119 -38.3464967658443,143.587956040736 -38.3466151457533))"
4641,e5f2350a-22d6-4789-88f7-774a07d27aac,12.61896679,258b2fe9-b22c-4ca3-bcab-078341e9c732,"MULTILINESTRING ((143.587306265149 -38.3464199916618,143.587319365545 -38.3463067794985))"
4642,942f16c5-c755-44a0-ac1f-46e826bfa980,13.19450068,98135d6a-4b9f-47a0-b725-09617830ed96,"MULTILINESTRING ((143.587742078408 -38.3464704219849,143.587728380523 -38.3465887975955))"
4643,d8057cf0-f026-4c32-8da1-2305ed23c699,12.8290661,9fadf1b7-ba2d-426e-b3ce-a6a81110cf8e,"MULTILINESTRING ((143.587137253557 -38.346400434411,143.587150572067 -38.3462853373233))"
4644,8c2c1423-1ff7-42b4-887e-82f6d6d06ceb,13.19357607,c5872658-0ad5-4fa8-b50d-298042e15fd9,"MULTILINESTRING ((143.587514467037 -38.3464440838349,143.587500770111 -38.3465624511505))"
4645,cae144b4-1709-4e6d-a128-27afa529e301,12.81380289,f15f5eef-9f8b-4703-8add-c11a1b474de4,"MULTILINESTRING ((143.586928676193 -38.3463762987895,143.586941978858 -38.3462613386368))"
4646,90821ba9-e208-4ad6-877d-b7ea29f4f8fd,12.69911285,77551ff0-8c08-4954-8662-d9ea5827ec81,"MULTILINESTRING ((143.587285433713 -38.3464175811429,143.587272250114 -38.3465315123429))"
4647,e58fb94f-a20f-4cde-8f10-d2c5f2e9a983,12.80071531,69d79bfb-b21c-4093-8631-d25e994c0f2a,"MULTILINESTRING ((143.586745055603 -38.3463550510521,143.586758344681 -38.3462402083156))"
4648,c08c7da5-c5d0-4b0b-ad5a-1c26e3d81028,13.19208324,40bedaa2-74e5-4125-a276-515615c460bc,"MULTILINESTRING ((143.587059204823 -38.3463914029674,143.587045509447 -38.3465097568902))"
4649,b58a8b5c-a05d-47fe-91c2-d78cda00662c,12.7883718,8f880770-d975-47e4-98d6-166b644572c4,"MULTILINESTRING ((143.586567393909 -38.346334492851,143.586580670173 -38.3462197608553))"
4650,c04ff868-c64e-4675-96b3-90e404a8313a,13.1916041,de0843aa-9f95-4319-b3ce-b377ad28fbce,"MULTILINESTRING ((143.586831544113 -38.346365059108,143.586817849234 -38.3464834087324))"
4651,95bce249-4d61-4661-8355-00a7433a52c6,13.19044951,f898c01a-67cb-4ea5-a9b2-3c352f009265,"MULTILINESTRING ((143.5866176124 -38.3463403039057,143.58660391872 -38.3464586431717))"
4652,ad1ecfa0-f710-4a54-b394-4d6e1c3e702b,10.89037355,0785af1b-e76d-4ca2-8d3e-f112f3f3ae68,"MULTILINESTRING ((143.591328466304 -38.344608202882,143.591339213891 -38.3445104598646))"
4653,dd28ebca-9bd1-42e6-82ce-76cb9cbd7295,11.50536517,85f60638-511d-476a-9f94-fb561ade5c75,"MULTILINESTRING ((143.591142169264 -38.3445877181079,143.591153523779 -38.3444844554324))"
4654,f911487a-534f-4a57-93cd-8b716885955b,11.57753905,2ce51f34-d3ca-4f50-8d65-52b07c8a05e8,"MULTILINESTRING ((143.59093504751 -38.3445649434984,143.590946473253 -38.3444610330495))"
4655,c3c73347-bf6d-43c2-ab4f-e840c658d108,10.39710969,8940775a-1255-44b6-9926-2c35ae10faba,"MULTILINESTRING ((143.591140018272 -38.3445874815899,143.591129757482 -38.344680797477))"
4656,a637ed51-5dc7-4f45-a458-bc66977b3856,11.64971292,484ffdc0-0f13-4988-bf9f-42b0809d6a79,"MULTILINESTRING ((143.590727925757 -38.3445421688889,143.590739422727 -38.3444376106667))"
4657,a5d85ac9-31c3-4302-8cc5-70d346cd0478,11.64971292,3f3f110d-ee71-4f3f-9a15-82d8d9603dbc,"MULTILINESTRING ((143.590727925757 -38.3445421688889,143.590739422727 -38.3444376106667))"
4658,3fa34a79-30c2-4d02-8219-9062f84feb62,11.64971292,83e1ae3b-741c-4121-9178-7f9c85447043,"MULTILINESTRING ((143.590727925757 -38.3445421688889,143.590739422727 -38.3444376106667))"
4659,b5c04613-3968-4385-8a7a-85ac51f103d6,10.32493578,f2b08527-e9ac-4f81-aaf3-adc87c94f60a,"MULTILINESTRING ((143.590932896518 -38.3445647069805,143.590922706955 -38.3446573750942))"
4660,32d93117-4901-4d39-9cd1-44abc9d42b3a,10.67661383,4d3a43de-6d47-44c7-b553-c54de0da76c8,"MULTILINESTRING ((143.590505687672 -38.3445177321241,143.590516224301 -38.3444219076372))"
4661,e4bfb093-9251-4c17-a762-36f39664a0d2,10.25276187,3ed0f180-8008-4fea-beaf-5804e9067094,"MULTILINESTRING ((143.590725774764 -38.344541932371,143.590715656429 -38.3446339527113))"
4662,c60daf66-3c2e-4966-bdba-f5b010af672b,11.79329006,c82f6207-e68d-4e52-8445-f9075da9a2bc,"MULTILINESTRING ((143.590313683336 -38.3444966197895,143.590325322001 -38.3443907729369))"
4663,462f07dc-ed56-4155-b082-f62397500263,11.86136973,b8953b3e-ed71-41c7-a248-5e4a282f4cf4,"MULTILINESTRING ((143.590170927354 -38.3444809226854,143.590182633206 -38.3443744648056))"
4664,eddac844-46ad-4dda-80f4-8ccbffb631de,11.26827557,41e03c2a-5205-472a-9e04-518b91a5573b,"MULTILINESTRING ((143.590489496477 -38.3445159517794,143.590478375943 -38.3446170865338))"
4665,6daa40fd-fb0c-40e9-a765-f85bb9a5a4f6,18.24416565,96a0dffe-2bd3-4a33-94b2-533b6d3d2b36,"MULTILINESTRING ((143.590033765 -38.344469824,143.5900028985 -38.3443072742))"
4666,86602b87-0323-4dfe-a800-a9863bff40d2,10.11200231,aae59243-7bfc-4e47-b5b0-e5216818f32f,"MULTILINESTRING ((143.590320116316 -38.3444973271445,143.590310136895 -38.3445880841433))"
4667,58ab7860-2b87-415e-9d3a-faadeba7104e,12.63378083,e0db89d3-0868-456f-b0d7-d6c47b07029c,"MULTILINESTRING ((143.590795641349 -38.3453551127639,143.590808548405 -38.3452417528292))"
4668,83be46f7-f351-49fd-b316-a3bfc0a2a7ac,11.30514391,ab875c18-644f-444b-baaa-a2ef2234d86b,"MULTILINESTRING ((143.589901636039 -38.3446515917684,143.590028359812 -38.3446718975305))"
4669,0e2a6a27-31ac-4783-aca4-04bee254af8c,12.71037139,4646a6ec-46c8-46d8-92dd-d02fd6287fe6,"MULTILINESTRING ((143.590570729567 -38.3453295045199,143.59058371487 -38.345215457356))"
4670,83879391-2482-4b3f-aff4-6d6aa757500c,17.85475225,8f85e10e-4ebd-4ddb-87c1-8f20700b6620,"MULTILINESTRING ((143.589924935 -38.344542228,143.5897538165 -38.3444544144))"
4671,f61cb85f-78fc-4d7c-885f-1e4c33bced1d,12.77714326,287c2609-8951-4c23-8894-357902151ccd,"MULTILINESTRING ((143.590373432116 -38.3453070404175,143.590386485635 -38.3451923941252))"
4672,ef2a5d19-18fd-4bad-a70b-ab1c0a57f3c7,10.6147928,da6ace56-2a41-4a07-b27c-82921ba842a5,"MULTILINESTRING ((143.589906608968 -38.3446205568193,143.58978762369 -38.3446014910458))"
4673,23d00cac-1aaa-4606-8da3-32036feba5bb,11.16833811,83d4006a-0b85-4c8b-9dba-1b779d9eb792,"MULTILINESTRING ((143.589859516147 -38.3449144527034,143.589984706844 -38.344934512811))"
4674,a415b0b5-edc7-4cee-b5dc-b6ebb942a215,12.51955717,ed3d1883-74b3-4a24-9bc8-6a922bc062e0,"MULTILINESTRING ((143.590652381944 -38.3453388013827,143.590639591583 -38.3454511364148))"
4675,b9489c1b-17cb-4a84-9d87-6c04d75aab8c,10.7752247,d738d529-8266-497e-ade1-3be735af4468,"MULTILINESTRING ((143.589886558314 -38.344745688522,143.589765774494 -38.3447263345566))"
4676,bdbc7b0d-4a88-4c70-9e4f-7289c2f0233b,10.70319191,5a33f5fa-b37d-4695-bbda-ae302c1fbe0d,"MULTILINESTRING ((143.589840604486 -38.3450324761985,143.589960581346 -38.3450517008596))"
4677,763f58b7-d950-4108-8725-8dd82411f748,12.49531986,99ecb5b2-bac7-48d0-9f15-66085edde42b,"MULTILINESTRING ((143.590459166571 -38.345316802062,143.590446400971 -38.3454289196186))"
4678,df3fdac2-401d-4cba-bae1-370465c67758,11.01661073,0aa6b1b4-67b7-4dd7-a9fc-8087cef0a083,"MULTILINESTRING ((143.589860334112 -38.3449093479637,143.589736844234 -38.3448895603891))"
4679,04ec1226-f450-4a95-a732-cb65ba649fc9,11.01661073,45862ed0-fc8d-41ea-90c1-a3344efb3fe0,"MULTILINESTRING ((143.589860334112 -38.3449093479637,143.589736844234 -38.3448895603891))"
4680,b756db38-0b4c-4841-86b7-d65c1efd91a3,11.01661073,e41180c4-e134-46a2-a946-5f0a4deccb77,"MULTILINESTRING ((143.589860334112 -38.3449093479637,143.589736844234 -38.3448895603891))"
4681,77d81e1b-086e-4061-ad7f-97a40098006d,12.4711512,e1cb89c5-a964-4163-884c-fc7cb9e239b1,"MULTILINESTRING ((143.590266031297 -38.3452948118613,143.590253290389 -38.3454067125584))"
