Street name,class,Lat,Lon,GlobalID,OBJECTID,baseVoltag
211-213 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34797348,143.5697477,serv6849,1849,415V
5 JOHN CRESCENT COLAC 3250,EnergyConsumer,-38.34560237,143.5710305,serv6850,1850,415V
4 JOHN CRESCENT COLAC 3250,EnergyConsumer,-38.34585683,143.5707627,serv6851,1851,415V
3 JOHN CRESCENT COLAC 3250,EnergyConsumer,-38.34556653,143.5708352,serv6852,1852,415V
2 JOHN CRESCENT COLAC 3250,EnergyConsumer,-38.34582477,143.5706104,serv6853,1853,415V
278 HEARN STREET COLAC 3250,EnergyConsumer,-38.34782476,143.5693304,serv6854,1854,415V
1 JOHN CRESCENT COLAC 3250,EnergyConsumer,-38.34555813,143.5706428,serv6855,1855,415V
111-203 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34654656,143.5700132,serv6856,1856,415V
280 HEARN STREET COLAC 3250,EnergyConsumer,-38.34780046,143.5691804,serv6857,1857,415V
282 HEARN STREET COLAC 3250,EnergyConsumer,-38.34778216,143.5690216,serv6858,1858,415V
109-113 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34563919,143.5701833,serv6859,1859,415V
HEARN STREET COLAC 3250,EnergyConsumer,-38.34743354,143.5688872,serv6860,1860,415V
277-301 HEARN STREET COLAC 3250,EnergyConsumer,-38.34743354,143.5688872,serv6861,1861,415V
277A HEARN STREET COLAC 3250,EnergyConsumer,-38.34743354,143.5688872,serv6862,1862,415V
284 HEARN STREET COLAC 3250,EnergyConsumer,-38.34774527,143.5686219,serv6863,1863,415V
196 CANTS ROAD COLAC 3250,EnergyConsumer,-38.35055508,143.5673545,serv6955,1955,415V
7 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34855087,143.5685022,serv6956,1956,415V
194 CANTS ROAD COLAC 3250,EnergyConsumer,-38.35039169,143.5673848,serv6957,1957,415V
5 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34840144,143.56853,serv6958,1958,415V
192 CANTS ROAD COLAC 3250,EnergyConsumer,-38.35027024,143.567403,serv6959,1959,415V
3 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34825065,143.568558,serv6960,1960,415V
1 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34812323,143.5685745,serv6961,1961,415V
188 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34996578,143.5674549,serv6962,1962,415V
186 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34980754,143.5674934,serv6963,1963,415V
184 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34968207,143.5675078,serv6964,1964,415V
182 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34950868,143.5675489,serv6965,1965,415V
180 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34935925,143.5675767,serv6966,1966,415V
286 HEARN STREET COLAC 3250,EnergyConsumer,-38.34772614,143.5684538,serv6967,1967,415V
174 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34891095,143.56766,serv6968,1968,415V
172 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34876152,143.5676878,serv6969,1969,415V
288 HEARN STREET COLAC 3250,EnergyConsumer,-38.34769601,143.5682739,serv6970,1970,415V
170 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34861209,143.5677155,serv6971,1971,415V
168 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34846265,143.5677433,serv6972,1972,415V
166 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34831322,143.5677711,serv6973,1973,415V
164 CANTS ROAD COLAC 3250,EnergyConsumer,-38.34817253,143.5677894,serv6974,1974,415V
290 HEARN STREET COLAC 3250,EnergyConsumer,-38.34768212,143.5680668,serv6975,1975,415V
162 CANTS ROAD COLAC 3250,EnergyConsumer,-38.3480236,143.5678171,serv6976,1976,415V
292 HEARN STREET COLAC 3250,EnergyConsumer,-38.34766173,143.5678876,serv6977,1977,415V
95 CANTS ROAD ELLIMINYT 3250,EnergyConsumer,-38.34705035,143.567594,serv6978,1978,415V
249 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35077096,143.569228,serv6995,1995,415V
251 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35094756,143.5691952,serv6996,1996,415V
293 POUND ROAD COLAC 3250,EnergyConsumer,-38.35131621,143.5691129,serv6997,1997,415V
295 POUND ROAD COLAC 3250,EnergyConsumer,-38.35129567,143.568891,serv6998,1998,415V
297 POUND ROAD COLAC 3250,EnergyConsumer,-38.35127078,143.5686785,serv6999,1999,415V
299 POUND ROAD COLAC 3250,EnergyConsumer,-38.35124425,143.5684884,serv7000,2000,415V
248 POUND ROAD ELLIMINYT 3250,EnergyConsumer,-38.35161073,143.5688134,serv7001,2001,415V
301 POUND ROAD COLAC 3250,EnergyConsumer,-38.35122206,143.5682627,serv7002,2002,415V
303 POUND ROAD COLAC 3250,EnergyConsumer,-38.3511984,143.5680608,serv7003,2003,415V
305-307 POUND ROAD COLAC 3250,EnergyConsumer,-38.35116151,143.5677703,serv7004,2004,415V
250 POUND ROAD ELLIMINYT 3250,EnergyConsumer,-38.35153232,143.5681277,serv7005,2005,415V
309 POUND ROAD COLAC 3250,EnergyConsumer,-38.35112698,143.5674706,serv7006,2006,415V
311 POUND ROAD COLAC 3250,EnergyConsumer,-38.35110174,143.5672358,serv7007,2007,415V
252 POUND ROAD ELLIMINYT 3250,EnergyConsumer,-38.35143196,143.5675595,serv7008,2008,415V
174 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35067853,143.569662,serv7045,2045,415V
172 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35051808,143.5696919,serv7046,2046,415V
170 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35035763,143.5697217,serv7047,2047,415V
168 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35019718,143.5697515,serv7048,2048,415V
166 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35003673,143.5697813,serv7049,2049,415V
164 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34987628,143.5698111,serv7050,2050,415V
162 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34971583,143.5698409,serv7051,2051,415V
247 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35060794,143.5692583,serv7052,2052,415V
160 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34955538,143.5698707,serv7053,2053,415V
245 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35045851,143.569286,serv7054,2054,415V
158 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34939493,143.5699005,serv7055,2055,415V
156 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34923448,143.5699303,serv7056,2056,415V
241 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35017323,143.569339,serv7057,2057,415V
239 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.35002379,143.5693668,serv7058,2058,415V
237 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34987436,143.5693946,serv7059,2059,415V
235 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34972493,143.5694223,serv7060,2060,415V
233 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34957549,143.5694501,serv7061,2061,415V
231 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34942606,143.5694779,serv7062,2062,415V
229 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34927663,143.5695056,serv7063,2063,415V
227 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.3491272,143.5695334,serv7064,2064,415V
225 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34897776,143.5695611,serv7065,2065,415V
223 SINCLAIR STREET S COLAC 3250,EnergyConsumer,-38.34882833,143.5695889,serv7066,2066,415V
34 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.35052843,143.5684945,serv7067,2067,415V
32 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.35039764,143.5685177,serv7068,2068,415V
36 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.35065558,143.5682896,serv7069,2069,415V
28 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.3500614,143.5685827,serv7070,2070,415V
26 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34993576,143.5686061,serv7071,2071,415V
24 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34978632,143.5686338,serv7072,2072,415V
22 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34963689,143.5686616,serv7073,2073,415V
31-33 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.35042935,143.5681532,serv7074,2074,415V
20 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34948746,143.5686894,serv7075,2075,415V
18 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34933803,143.5687171,serv7076,2076,415V
16 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34918859,143.5687449,serv7077,2077,415V
27 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.35002118,143.568229,serv7078,2078,415V
14 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34903916,143.5687727,serv7079,2079,415V
25 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34992032,143.568245,serv7080,2080,415V
12 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34888973,143.5688004,serv7081,2081,415V
23 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34976554,143.5682734,serv7082,2082,415V
10 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.3487403,143.5688282,serv7083,2083,415V
19-21 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34953869,143.568315,serv7084,2084,415V
8 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34859086,143.5688559,serv7085,2085,415V
6 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34844143,143.5688837,serv7086,2086,415V
15-17 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34922369,143.5683772,serv7087,2087,415V
4 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34831467,143.5689012,serv7088,2088,415V
2 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34813825,143.56894,serv7089,2089,415V
13 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34899917,143.5684189,serv7090,2090,415V
11 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34884974,143.5684467,serv7091,2091,415V
198 CANTS ROAD COLAC 3250,EnergyConsumer,-38.35073168,143.5673217,serv7092,2092,415V
9 BEGLEY STREET COLAC 3250,EnergyConsumer,-38.34870031,143.5684745,serv7093,2093,415V
183 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35167813,143.5739544,serv7187,2187,415V
208 HEARN STREET COLAC 3250,EnergyConsumer,-38.34855605,143.575751,serv7188,2188,415V
181 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35151773,143.5739843,serv7189,2189,415V
179 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35135732,143.5740142,serv7190,2190,415V
177 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35119692,143.5740441,serv7191,2191,415V
215 HEARN STREET COLAC 3250,EnergyConsumer,-38.34823009,143.5757589,serv7192,2192,415V
34 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34804087,143.5758662,serv7193,2193,415V
210 HEARN STREET COLAC 3250,EnergyConsumer,-38.34854048,143.5755295,serv7194,2194,415V
175 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35102953,143.5740761,serv7195,2195,415V
173 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35088209,143.5741035,serv7196,2196,415V
212 HEARN STREET COLAC 3250,EnergyConsumer,-38.3485116,143.5753645,serv7197,2197,415V
217 HEARN STREET COLAC 3250,EnergyConsumer,-38.34820289,143.5755352,serv7198,2198,415V
171 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35053384,143.5741683,serv7199,2199,415V
245 POUND ROAD COLAC 3250,EnergyConsumer,-38.35180929,143.5733851,serv7200,2200,415V
169 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.35038653,143.5741957,serv7201,2201,415V
167 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.3502261,143.5742255,serv7202,2202,415V
146 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34909078,143.5748507,serv7203,2203,415V
157-159 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.349996,143.5742683,serv7204,2204,415V
144 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34894357,143.5748824,serv7205,2205,415V
214 HEARN STREET COLAC 3250,EnergyConsumer,-38.34849566,143.5751414,serv7206,2206,415V
219 HEARN STREET COLAC 3250,EnergyConsumer,-38.34817391,143.5752865,serv7207,2207,415V
142 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.3488147,143.5749017,serv7208,2208,415V
247 POUND ROAD COLAC 3250,EnergyConsumer,-38.35178276,143.573155,serv7209,2209,415V
216 HEARN STREET COLAC 3250,EnergyConsumer,-38.34847062,143.5750083,serv7210,2210,415V
151-155 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34961387,143.5743392,serv7211,2211,415V
221 HEARN STREET COLAC 3250,EnergyConsumer,-38.34815215,143.575098,serv7212,2212,415V
149 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34929929,143.5743975,serv7213,2213,415V
249 POUND ROAD COLAC 3250,EnergyConsumer,-38.35175912,143.5729499,serv7214,2214,415V
1-3 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35078082,143.5735074,serv7215,2215,415V
2 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35051172,143.5736377,serv7216,2216,415V
147 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34914302,143.5744265,serv7217,2217,415V
145 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34899358,143.5744542,serv7218,2218,415V
140 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34786653,143.5750834,serv7219,2219,415V
143 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34887007,143.5744774,serv7220,2220,415V
138 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34774212,143.5751061,serv7221,2221,415V
141 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34870029,143.5745091,serv7222,2222,415V
136 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34760272,143.5751316,serv7223,2223,415V
4 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35048086,143.5734325,serv7224,2224,415V
139 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34855168,143.5745362,serv7225,2225,415V
134 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34746463,143.5751569,serv7226,2226,415V
137 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34841582,143.5745614,serv7227,2227,415V
5 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35075049,143.5731834,serv7228,2228,415V
132 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34730972,143.5751878,serv7229,2229,415V
6 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35046528,143.5732356,serv7230,2230,415V
7 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35075882,143.5729308,serv7231,2231,415V
222 HEARN STREET COLAC 3250,EnergyConsumer,-38.34838462,143.5742611,serv7232,2232,415V
6 BILLY COURT COLAC 3250,EnergyConsumer,-38.35131081,143.5725496,serv7233,2233,415V
8 DARBY DRIVE COLAC 3250,EnergyConsumer,-38.35039424,143.573027,serv7234,2234,415V
8 BILLY COURT COLAC 3250,EnergyConsumer,-38.35112134,143.5725845,serv7235,2235,415V
7 KEMP STREET COLAC 3250,EnergyConsumer,-38.3430021,143.5790409,serv7236,2236,415V
5 KEMP STREET COLAC 3250,EnergyConsumer,-38.34285411,143.5790673,serv7237,2237,415V
4 KEMP STREET COLAC 3250,EnergyConsumer,-38.34272664,143.5795162,serv7238,2238,415V
3 KEMP STREET COLAC 3250,EnergyConsumer,-38.34268186,143.5791072,serv7239,2239,415V
2 KEMP STREET COLAC 3250,EnergyConsumer,-38.34258605,143.5795415,serv7240,2240,415V
1 KEMP STREET COLAC 3250,EnergyConsumer,-38.34258416,143.5791247,serv7241,2241,415V
14 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34249861,143.578928,serv7242,2242,415V
34 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34244514,143.5784018,serv7243,2243,415V
5 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34235302,143.5797697,serv7244,2244,415V
7 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34232842,143.5795324,serv7245,2245,415V
9 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34230756,143.5793504,serv7246,2246,415V
11 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34228721,143.5791627,serv7247,2247,415V
13 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34226962,143.5790004,serv7248,2248,415V
15 FARRINGTON STREET COLAC 3250,EnergyConsumer,-38.34225315,143.5788355,serv7249,2249,415V
3/32 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34224141,143.5787265,serv7250,2250,415V
2/32 SCOTT STREET COLAC 3250,EnergyConsumer,-38.3422274,143.5785968,serv7251,2251,415V
32 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34220321,143.5784434,serv7252,2252,415V
1/32 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34220321,143.5784434,serv7253,2253,415V
30 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34204929,143.5784727,serv7254,2254,415V
28 SCOTT STREET COLAC 3250,EnergyConsumer,-38.34190258,143.578501,serv7255,2255,415V
2/32 MILLER STREET COLAC 3250,EnergyConsumer,-38.34180297,143.5793796,serv7256,2256,415V
3/40 MILLER STREET COLAC 3250,EnergyConsumer,-38.34173261,143.5787069,serv7257,2257,415V
1/32 MILLER STREET COLAC 3250,EnergyConsumer,-38.3414874,143.579453,serv7258,2258,415V
2/32 MILLER STREET COLAC 3250,EnergyConsumer,-38.34148521,143.5794327,serv7259,2259,415V
MILLER STREET COLAC 3250,EnergyConsumer,-38.34148521,143.5794327,serv7260,2260,415V
1/32 MILLER STREET COLAC 3250,EnergyConsumer,-38.34148521,143.5794327,serv7261,2261,415V
MILLER STREET COLAC 3250,EnergyConsumer,-38.34147856,143.5793714,serv7262,2262,415V
MILLER STREET COLAC 3250,EnergyConsumer,-38.34147856,143.5793714,serv7263,2263,415V
9 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34720557,143.5763884,serv7264,2264,415V
22 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34719382,143.5760296,serv7265,2265,415V
13 HEBB COURT COLAC 3250,EnergyConsumer,-38.34718662,143.5772584,serv7266,2266,415V
130 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34717389,143.5752133,serv7267,2267,415V
2 HEBB COURT COLAC 3250,EnergyConsumer,-38.34716051,143.5776245,serv7268,2268,415V
20 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34707667,143.5760477,serv7269,2269,415V
7 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34706511,143.5764192,serv7270,2270,415V
128 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34703806,143.5752387,serv7271,2271,415V
14 HEBB COURT COLAC 3250,EnergyConsumer,-38.34700993,143.5772916,serv7272,2272,415V
1 HEBB COURT COLAC 3250,EnergyConsumer,-38.3469676,143.5776608,serv7273,2273,415V
18 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34692079,143.576081,serv7274,2274,415V
1 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34691656,143.5769961,serv7275,2275,415V
126 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34690224,143.5752642,serv7276,2276,415V
3 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34688605,143.5767326,serv7277,2277,415V
5 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34685677,143.5764801,serv7278,2278,415V
16 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34681351,143.5760786,serv7279,2279,415V
12 MCLEOD STREET COLAC 3250,EnergyConsumer,-38.34679342,143.5779825,serv7280,2280,415V
124 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34678635,143.5752812,serv7281,2281,415V
14 MCLEOD STREET COLAC 3250,EnergyConsumer,-38.34676973,143.5777768,serv7282,2282,415V
122 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34665604,143.575305,serv7283,2283,415V
14 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34664946,143.5760229,serv7284,2284,415V
25 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34663391,143.5772867,serv7285,2285,415V
2 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34663017,143.5770085,serv7286,2286,415V
4 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34660947,143.5768288,serv7287,2287,415V
6 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34658878,143.5766491,serv7288,2288,415V
8 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.3465625,143.5765174,serv7289,2289,415V
12 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.3465518,143.5760766,serv7290,2290,415V
120 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34650985,143.5753318,serv7291,2291,415V
10 HANCOCK STREET COLAC 3250,EnergyConsumer,-38.34646845,143.5762588,serv7292,2292,415V
23 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34646003,143.5773163,serv7293,2293,415V
118 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34635895,143.575366,serv7294,2294,415V
109-113 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34632915,143.5749528,serv7295,2295,415V
116 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34624381,143.5753805,serv7296,2296,415V
114 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.3460873,143.5754169,serv7297,2297,415V
2 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34601547,143.577187,serv7298,2298,415V
3 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34599523,143.5770087,serv7299,2299,415V
4 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34597472,143.5768282,serv7300,2300,415V
5 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34595474,143.5766524,serv7301,2301,415V
112 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34595148,143.5754424,serv7302,2302,415V
105-107 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34594829,143.5750241,serv7303,2303,415V
6 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34593328,143.5764634,serv7304,2304,415V
7 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34591315,143.5762863,serv7305,2305,415V
8 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34589256,143.576105,serv7306,2306,415V
9 BARTLETT STREET COLAC 3250,EnergyConsumer,-38.34587243,143.5759277,serv7307,2307,415V
110 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34584933,143.5754527,serv7308,2308,415V
103 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34573483,143.5750637,serv7309,2309,415V
22 DUNOON STREET COLAC 3250,EnergyConsumer,-38.3456469,143.5766666,serv7310,2310,415V
101 ARMSTRONG STREET COLAC 3250,EnergyConsumer,-38.34558086,143.5750922,serv7311,2311,415V
20 DUNOON STREET COLAC 3250,EnergyConsumer,-38.34555257,143.5766838,serv7312,2312,415V
178 WILSON STREET COLAC 3250,EnergyConsumer,-38.34428773,143.5801289,serv7313,2313,415V
2 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34520964,143.5795557,serv7314,2314,415V
1 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34490987,143.5795852,serv7315,2315,415V
180 WILSON STREET COLAC 3250,EnergyConsumer,-38.34426291,143.5799133,serv7316,2316,415V
4 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34518945,143.5793526,serv7317,2317,415V
3 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34489022,143.5794128,serv7318,2318,415V
6 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34517215,143.5792301,serv7319,2319,415V
182 WILSON STREET COLAC 3250,EnergyConsumer,-38.3442427,143.5797378,serv7320,2320,415V
5 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34487105,143.5792537,serv7321,2321,415V
184 WILSON STREET COLAC 3250,EnergyConsumer,-38.34422214,143.5795593,serv7322,2322,415V
1 RICHMOND STREET COLAC 3250,EnergyConsumer,-38.34543488,143.5787751,serv7323,2323,415V
7 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34485048,143.5790752,serv7324,2324,415V
186 WILSON STREET COLAC 3250,EnergyConsumer,-38.34420557,143.5793575,serv7325,2325,415V
8 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34510874,143.5787966,serv7326,2326,415V
9 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34482992,143.5788966,serv7327,2327,415V
188 WILSON STREET COLAC 3250,EnergyConsumer,-38.34418102,143.5792022,serv7328,2328,415V
10 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34508813,143.5786691,serv7329,2329,415V
11 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34480936,143.5787181,serv7330,2330,415V
190 WILSON STREET COLAC 3250,EnergyConsumer,-38.34416046,143.5790237,serv7331,2331,415V
12 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34506746,143.5784898,serv7332,2332,415V
14 KEMP STREET COLAC 3250,EnergyConsumer,-38.34350075,143.5793772,serv7333,2333,415V
13 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.3447888,143.5785396,serv7334,2334,415V
192 WILSON STREET COLAC 3250,EnergyConsumer,-38.3441399,143.5788452,serv7335,2335,415V
14 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34504683,143.5783105,serv7336,2336,415V
15 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34476824,143.5783611,serv7337,2337,415V
194 WILSON STREET COLAC 3250,EnergyConsumer,-38.34411934,143.5786666,serv7338,2338,415V
16 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.3450262,143.5781314,serv7339,2339,415V
16 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34547956,143.5778589,serv7340,2340,415V
14 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34534598,143.5778847,serv7341,2341,415V
13 KEMP STREET COLAC 3250,EnergyConsumer,-38.34346104,143.5789672,serv7342,2342,415V
17 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34474769,143.5781826,serv7343,2343,415V
18 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34500988,143.5779897,serv7344,2344,415V
196 WILSON STREET COLAC 3250,EnergyConsumer,-38.34409878,143.5784881,serv7345,2345,415V
19 MCKENZIE STREET COLAC 3250,EnergyConsumer,-38.34472767,143.5780085,serv7346,2346,415V
17 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34550418,143.5774886,serv7347,2347,415V
198 WILSON STREET COLAC 3250,EnergyConsumer,-38.34407822,143.5783096,serv7348,2348,415V
4 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34448553,143.5780513,serv7349,2349,415V
15 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34536489,143.5775145,serv7350,2350,415V
13 ROBERTSON STREET COLAC 3250,EnergyConsumer,-38.34521778,143.5775419,serv7351,2351,415V
